"","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq"
"76274",161903,"31.03.2005",1,2005,1,"2005Q1","2005Q1",36.611,40.84,14.244,8.012,0.162,0.157,-0.495,5.104,5.261,-0.019,3.863,8.473,35.579,0,NA,6.5,"",3851,3851,579,"http://www.sec.gov/Archives/edgar/data/932372/0001104659-05-023858.txt",932372,"10-Q","Orange 21 Inc.","31.03.05","16.05.05",2005,161903,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.665,0,"A",0
"76345",161994,"30.09.2005",1,2005,3,"2005Q3","2005Q3",164.679,350.75,0.961,15.707,7.5,162.719,2.447,142.203,309.729,9.576,14.871,163.199,41.021,0,4.402,12.21,"B",7363,7363,595.4,"http://www.sec.gov/Archives/edgar/data/948850/0001193125-05-227759.txt",948850,"10-Q","COMSYS IT PARTNERS INC","02.10.05","16.11.05",2005,161994,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,1.096,5.675,0,"I",0
"76443",162129,"30.11.2005",1,2005,2,"2005Q4","2005Q2",1651.1,8695.5,166,386.595,129.4,2423.3,55,1102.6,5085.7,317.7,4317.1,1497.5,3583.6,726.5,42.9,13.54,"BB",2870,2870,592,"http://www.sec.gov/Archives/edgar/data/1285785/0001193125-06-007264.txt",1285785,"10-Q","MOSAIC CO","30.11.05","17.01.06",2005,162129,"30.11.2005",2005,2,"INDL","USD","2005Q4","2005Q2",NA,0,181.7,0,"A",0
"76479",162234,"31.03.2005",1,2005,1,"2005Q1","2005Q1",18.693,29.94,2.86,4.64,6.691,3.607,-1.61,16.196,19.934,NA,5.968,14.018,10.006,0,0.286,5,"",3317,3317,579,"http://www.sec.gov/Archives/edgar/data/1303565/0000950137-05-006391.txt",1303565,"10-Q","Tarpon Industries, Inc.","31.03.05","24.05.05",2005,162234,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,7.623,0.032,0,"I",0
"76503",162264,"31.12.2004",1,2004,4,"2004Q4","2004Q4",203.6,565.7,19.1,14.763,0,225,-69.7,87.2,368.6,18.4,262.8,177.4,197.1,8.4,1.4,32.6,"B+",2621,2621,570.1,"http://www.sec.gov/Archives/edgar/data/1296435/0001047469-05-008551.txt",1296435,"10-K","Neenah Paper Inc","31.12.04","31.03.05",2004,162264,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,19.1,0,"A",0
"76510",162264,"30.09.2006",1,2006,3,"2006Q3","2006Q3",294.8,588.1,160.4,14.784,1.4,225.3,4.6,80.4,358.7,14.2,214.7,141.4,229.4,0,2.8,34.23,"B+",2621,2621,607.9,"http://www.sec.gov/Archives/edgar/data/1296435/0001104659-06-073534.txt",1296435,"10-Q","Neenah Paper Inc","30.09.06","09.11.06",2006,162264,"30.09.2006",2006,3,"INDL","USD","2006Q3","2006Q3",NA,0,15.4,0,"A",0.1
"76534",162283,"31.03.2007",1,2007,1,"2007Q1","2007Q1",175.276,1351.979,9.669,152.905,13.562,215.497,-8.068,146.32,699.663,12.319,945.164,228.314,651.581,136.667,6.331,5.25,"",1221,1221,615.145,"http://www.sec.gov/Archives/edgar/data/1320934/0001193125-07-106134.txt",1320934,"10-Q","International Coal Group, Inc.","31.03.07","08.05.07",2007,162283,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",NA,5.924,36.572,0,"I",0
"76608",162378,"31.12.2004",1,2004,4,"2004Q4","2004Q4",59.392,95.598,2.332,19.484,35.185,0,-36.292,67.267,89.743,-1.107,5.251,73.755,5.855,0,3.02,3.28,"",5122,5122,570.1,"http://www.sec.gov/Archives/edgar/data/921878/0001193125-05-078828.txt",921878,"10-K","DRUGMAX INC","01.01.05","19.04.05",2004,162378,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,1.135,NA,"I",0
"76624",162386,"31.03.2005",1,2005,3,"2005Q1","2005Q3",61.265,584.268,6.428,29.452,5.733,250.417,-25.585,69.933,383.565,17.466,17.686,124.892,200.703,60.666,8.579,12.12,"",5990,5961,579,"http://www.sec.gov/Archives/edgar/data/1283157/0001104659-05-023407.txt",1283157,"10-Q","FTD Group, Inc.","31.03.05","13.05.05",2005,162386,"31.03.2005",2005,3,"INDL","USD","2005Q1","2005Q3",NA,8.458,3.058,0,"A",0
"76672",162448,"30.09.2006",1,2006,3,"2006Q3","2006Q3",297.547,1047.659,11.524,65.966,42.415,421.575,14.544,209.169,760.595,66.262,640.781,475.118,287.064,0,10.735,15.76,"B+",1220,1220,607.9,"http://www.sec.gov/Archives/edgar/data/1310243/0001310243-06-000007.txt",1310243,"10-Q","Alpha Natural Resources, Inc.","30.09.06","09.11.06",2006,162448,"30.09.2006",2006,3,"INDL","USD","2006Q3","2006Q3",NA,28.273,110.538,0,"I",0
"76856",162897,"30.09.2005",1,2005,3,"2005Q3","2005Q3",202.733,675.926,18.058,23.242,2.887,390.645,1.329,113.802,570.621,22.434,418.156,167.297,105.305,25.582,7.869,26.15,"B",4400,4400,595.4,"http://www.sec.gov/Archives/edgar/data/1324479/0000950137-05-013631.txt",1324479,"10-Q","AMERICAN COMMERCIAL LINES INC.","30.09.05","10.11.05",2005,162897,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,2.5,26.129,0,"I",0
"76882",162907,"31.03.2007",1,2007,1,"2007Q1","2007Q1",331.294,390.024,170.103,28.596,0,0,-10.157,70.154,74.492,-16.576,6.87,72.023,315.532,0.701,NA,16.97,"",3576,3571,615.145,"http://www.sec.gov/Archives/edgar/data/1316625/0001193125-07-110073.txt",1316625,"10-Q","Rackable Systems, Inc.","31.03.07","10.05.07",2007,162907,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0.15,2.028,0.051,"I",0
"76899",162956,"31.12.2005",1,2006,1,"2005Q4","2006Q1",13.907,39.738,5.496,29.122,12.845,12.154,-0.317,36.235,50.81,-7.221,1.816,6.818,-11.072,0,1.006,5.05,"",2836,2836,589.4,"http://www.sec.gov/Archives/edgar/data/1310094/0001193125-06-031714.txt",1310094,"10-Q","ACCENTIA BIOPHARMACEUTICALS INC","31.12.05","14.02.06",2005,162956,"31.12.2005",2006,1,"INDL","USD","2005Q4","2006Q1",NA,0,0.226,0,"I",0
"77064",163595,"31.12.2007",1,2007,4,"2007Q4","2007Q4",82.193,651.6,25.84,40.606,17.098,151.188,-14.689,120.079,273.232,-0.705,468.704,130.39,282.286,1.091,NA,8.21,"",2860,2860,629.174,"http://www.sec.gov/Archives/edgar/data/778164/0001019687-08-001360.txt",778164,"10-K","Pacific Ethanol, Inc.","31.12.07","27.03.08",2007,163595,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,210.482,0,"A",0
"77101",163629,"31.12.2005",1,2005,4,"2005Q4","2005Q4",181.983,281.771,103.849,68.35,6.772,4.459,13.827,68.313,95.504,28.47,39.627,63.421,186.163,1.197,0.406,30.49,"",4899,4899,589.4,"http://www.sec.gov/Archives/edgar/data/1265888/0000950133-06-001512.txt",1265888,"10-K","NEUSTAR INC","31.12.05","29.03.06",2005,163629,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",NA,2.54,12.89,0,"I",0
"77171",163720,"30.09.2007",1,2007,3,"2007Q3","2007Q3",170.943,386.067,57.136,61.08,3.571,7.321,-36.512,73.993,82.203,-12.221,25.131,65.06,303.864,0,0.373,16.42,"",3841,3841,624.543,"http://www.sec.gov/Archives/edgar/data/1318310/0000950137-07-016755.txt",1318310,"10-Q","ev3 Inc.","30.09.07","07.11.07",2007,163720,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,2.793,6.518,0,"I",0
"77194",163772,"31.12.2005",1,2005,4,"2005Q4","2005Q4",1672.842,3301.965,725.816,128.146,233.555,526.058,-47.527,790.94,1379.988,91.558,1587.763,591.596,1921.977,29.498,11.458,13.93,"B",3674,3674,589.4,"http://www.sec.gov/Archives/edgar/data/1322705/0001193125-06-053968.txt",1322705,"10-K","Spansion Inc.","25.12.05","15.03.06",2005,163772,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,425.339,0,"I",0
"77218",163877,"31.12.2005",1,2006,2,"2005Q4","2006Q2",194.82,639.573,1.814,32.005,20.5,286.05,13.571,94.814,478.595,37.838,287.835,195.725,160.978,69.474,5.705,16.22,"",1731,1731,589.4,"http://www.sec.gov/Archives/edgar/data/1317577/0000950144-06-001092.txt",1317577,"10-Q","Pike Electric CORP","31.12.05","13.02.06",2005,163877,"31.12.2005",2006,2,"INDL","USD","2005Q4","2006Q2",NA,0,24.935,NA,"I",0
"77245",163887,"31.12.2006",1,2006,4,"2006Q4","2006Q4",12.865,71.028,1.503,6.234,2.263,31.575,0.994,7.84,46.324,2.107,58.039,17.262,24.704,6.909,0.854,8.53,"",2670,2670,604.5,"http://www.sec.gov/Archives/edgar/data/1324189/0000950137-07-004041.txt",1324189,"10-K","Orchids Paper Products CO /DE","31.12.06","19.03.07",2006,163887,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,18.133,0,"A",0
"77331",163922,"30.09.2005",1,2005,3,"2005Q3","2005Q3",2.133,22.14,1.102,8.407,2.419,8.883,-3.643,8.289,18.385,-2.957,11.401,0.748,3.755,0,0.319,9.3,"",2836,2836,595.4,"http://www.sec.gov/Archives/edgar/data/1162192/0000950133-05-005162.txt",1162192,"10-Q","AVALON PHARMACEUTICALS INC","30.09.05","14.11.05",2005,163922,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,0.009,0,"I",0
"77447",163977,"30.06.2005",1,2005,2,"2005Q2","2005Q2",36.338,40.162,0,24.194,0.073,0.22,4.63,35.744,36.085,8.78,3.426,35.853,4.077,0.121,NA,26.77,"",2300,2300,582.6,"http://www.sec.gov/Archives/edgar/data/1324570/0000950137-05-010173.txt",1324570,"10-Q","Volcom Inc","30.06.05","12.08.05",2005,163977,"30.06.2005",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,2.62,0,"I",0
"77508",164058,"30.06.2006",1,2006,2,"2006Q2","2006Q2",285.078,1047.446,6.567,29.992,9.524,273,-41.98,212.329,569.545,11.504,178.53,225.742,477.901,0,6.492,11.5,"B",5600,5600,607.8,"http://www.sec.gov/Archives/edgar/data/1345968/0000891020-06-000234.txt",1345968,"10-Q","Eddie Bauer Holdings, Inc.","01.07.06","15.08.06",2006,164058,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,18.924,0,"I",0
"77528",164103,"31.07.2006",1,2006,2,"2006Q2","2006Q2",4.343,7.39,0.548,26.168,0.546,0,-4.514,4.778,5.129,-4.134,2.767,2.425,2.261,0,NA,0.4,"",NA,5600,609.6,"http://www.sec.gov/Archives/edgar/data/1219641/0001144204-06-038892.txt",1219641,"10QSB","KUHLMAN COMPANY, INC","29.07.06","18.09.06",2006,164103,"31.07.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.922,NA,"I",0
"77530",164109,"31.03.2006",1,2006,1,"2006Q1","2006Q1",36.208,301.994,15.88,27.813,0.442,158.755,21.977,12.847,196.807,28.681,261.42,42.128,105.187,0,2.639,20.4,"",1311,1311,598.6,"http://www.sec.gov/Archives/edgar/data/1326428/0000950152-06-005590.txt",1326428,"10-Q","Linn Energy, LLC","31.03.06","30.06.06",2006,164109,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,22.531,114.449,"A",0
"77538",164116,"30.09.2005",1,2005,3,"2005Q3","2005Q3",23.739,36.64,7.325,10.154,0.186,3.271,1.94,9.277,12.896,4.287,5.787,17.116,23.727,0.118,0.046,15.99,"",3490,3490,595.4,"http://www.sec.gov/Archives/edgar/data/1317945/0001317945-05-000032.txt",1317945,"10-Q","Omega Flex, Inc.","30.09.05","14.11.05",2005,164116,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,0.591,0,"A",0
"77559",164258,"31.03.2006",1,2006,1,"2006Q1","2006Q1",14.68,28.894,3.237,15.31,14.336,0,-1.233,22.99,22.99,-0.871,0.384,6.235,5.904,0,0.182,2.3,"",NA,8742,598.6,"http://www.sec.gov/Archives/edgar/data/1294649/0001144204-06-022145.txt",1294649,"10QSB","GlobalOptions Group, Inc.","31.03.06","22.05.06",2006,164258,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,5.457,0.01,0,"I",0
"77565",164258,"30.09.2007",1,2007,3,"2007Q3","2007Q3",35.364,72.715,2.981,3.619,17.42,0.395,-4.93,31.384,32.091,-3.35,5.226,21.575,40.624,0,0.54,7.15,"",NA,8742,624.543,"http://www.sec.gov/Archives/edgar/data/1294649/0001144204-07-061574.txt",1294649,"10QSB","GlobalOptions Group, Inc.","30.09.07","14.11.07",2007,164258,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,14.504,1.02,0,"I",0
"77663",164416,"31.12.2007",1,2007,4,"2007Q4","2007Q4",146.605,169.092,43.285,24.495,0,0,20.715,58.865,58.865,15.281,15.694,98.74,110.227,0,0,18.08,"",3990,3990,629.174,"http://www.sec.gov/Archives/edgar/data/1159167/0000950135-08-001149.txt",1159167,"10-K","IROBOT CORP","29.12.07","25.02.08",2007,164416,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",0,0,10.352,0,"A",0
"77702",164506,"31.03.2006",1,2006,1,"2006Q1","2006Q1",822.3,1880.2,63.9,53.102,9.4,883.6,-0.1,432.8,1473.2,35.2,234.7,468.6,407,96.1,15.4,22.2,"BB-",2780,2780,598.6,"http://www.sec.gov/Archives/edgar/data/712034/0000950137-06-005950.txt",712034,"10-Q","ACCO BRANDS CORP","31.03.06","15.05.06",2006,164506,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,4.9,0,"A",0
"77819",164611,"31.12.2007",1,2007,4,"2007Q4","2007Q4",26.616,111.84,9.886,19.371,0,0,-15.058,36.82,52.408,1.565,83.798,70.153,59.288,0,0.15,4.01,"",5812,5812,629.174,"http://www.sec.gov/Archives/edgar/data/1332602/0000950137-08-004069.txt",1332602,"10-K","Caribou Coffee Company, Inc.","30.12.07","21.03.08",2007,164611,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,17.185,0,"I",0
"77900",164668,"31.12.2006",1,2006,4,"2006Q4","2006Q4",1922.558,13990.458,46.888,88.884,0,5450.59,35.351,1986.944,7537.387,270.147,9832.547,5452.779,709,13.723,107.732,36.97,"",4922,4922,604.5,"http://www.sec.gov/Archives/edgar/data/1324592/0000950129-07-001028.txt",1324592,"10-K","Enterprise GP Holdings L.P.","31.12.06","28.02.07",2006,164668,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",0,276.5,1341.07,0,"I",0.335
"77922",164755,"31.12.2006",1,2006,4,"2006Q4","2006Q4",237.691,299.457,67.871,39.341,0.541,0.116,20.784,87.909,91.199,33.262,34.849,112.904,208.258,1.688,0.345,43.2,"",3021,3021,604.5,"http://www.sec.gov/Archives/edgar/data/1334036/0001104659-07-025001.txt",1334036,"10-K","Crocs, Inc.","31.12.06","02.04.07",2006,164755,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,15.399,23.828,0,"A",0
"77944",164758,"31.12.2007",1,2007,4,"2007Q4","2007Q4",169.281,340.434,4.76,25.42,2.669,264.257,-135.959,76.01,354.332,28.771,7.353,151.987,-13.898,8.864,6.701,1.66,"B",3651,3651,629.174,"http://www.sec.gov/Archives/edgar/data/1323630/0000950153-08-000537.txt",1323630,"10-K","Directed Electronics, Inc.","31.12.07","17.03.08",2007,164758,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,12.603,3.288,0,"I",0
"77953",165051,"31.12.2007",1,2007,4,"2007Q4","2007Q4",802.26,1653.738,390.667,84.71,425,0,4.876,708.307,789.648,27.95,377.994,224.343,864.09,6.213,1.495,130.39,"",3674,3674,629.174,"http://www.sec.gov/Archives/edgar/data/867773/0000867773-08-000017.txt",867773,"10-K","SUNPOWER CORP","30.12.07","03.03.08",2007,165051,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",0,98.645,193.484,1.975,"A",0
"77963",165053,"31.12.2005",1,2005,4,"2005Q4","2005Q4",15.855,31.677,2.886,5.074,0.171,8.272,0.191,6.023,14.295,1.255,1.73,18.112,17.382,0,1.002,9.5,"",5961,5961,589.4,"http://www.sec.gov/Archives/edgar/data/1071625/0000950135-06-001934.txt",1071625,"10-K","DOVER SADDLERY INC","31.12.05","30.03.06",2005,165053,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",0,0,0.51,6.082,"I",0
"77976",165101,"30.06.2007",1,2007,2,"2007Q2","2007Q2",19.116,121.539,6.54,40.163,54.939,7.504,-9.442,67.683,79.491,-6.544,23.076,7.015,42.048,0,2.111,4.33,"",4833,9995,624.129,"http://www.sec.gov/Archives/edgar/data/1327012/0001193125-07-186008.txt",1327012,"10-Q","Equity Media Holdings CORP","30.06.07","20.08.07",2007,165101,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,0,4.71,25.001,"I",0
"78116",165656,"30.06.2006",1,2006,4,"2006Q2","2006Q4",80.458,127.656,7.375,48.846,34.882,7.19,-5.499,53.036,62.854,-0.909,16.703,59.806,64.802,2.628,3.585,2.4,"",3651,3651,607.8,"http://www.sec.gov/Archives/edgar/data/1232229/0000950153-06-002344.txt",1232229,"10-K","SYNTAX-BRILLIAN CORP","30.06.06","13.09.06",2006,165656,"30.06.2006",2006,4,"INDL","USD","2006Q2","2006Q4",NA,2.081,6.823,0,"I",0
"78121",165666,"31.12.2005",1,2006,1,"2005Q4","2006Q1",86.146,114.57,10.335,10.301,27.184,17.402,-4.631,75.968,93.37,-1.909,22.713,28.943,21.2,0,1.386,5.27,"",3674,3674,589.4,"http://www.sec.gov/Archives/edgar/data/1311396/0001104659-06-008403.txt",1311396,"10-Q","Aviza Technology, Inc.","30.12.05","13.02.06",2005,165666,"31.12.2005",2006,1,"INDL","USD","2005Q4","2006Q1",NA,-7.366,1.462,0,"I",0
"78161",165699,"30.06.2007",1,2007,2,"2007Q2","2007Q2",162.547,1147.311,36.983,48.034,0,778.93,-7.263,159.806,960.833,33.93,793.653,302.828,186.478,0,15.961,33.18,"",1311,1311,624.129,"http://www.sec.gov/Archives/edgar/data/1338613/0000950134-07-018153.txt",1338613,"10-Q","Regency Energy Partners LP","30.06.07","14.08.07",2007,165699,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,54.952,65.911,0,"I",0.38
"78223",165746,"30.06.2007",1,2007,2,"2007Q2","2007Q2",1262.011,2813.29,466.661,65.976,31.941,578.024,7.892,1433.44,2094.869,41.177,864.675,966.033,658.771,0,15.248,22.38,"B+",7900,7900,624.129,"http://www.sec.gov/Archives/edgar/data/1335258/0001193125-07-177474.txt",1335258,"10-Q","Live Nation, Inc.","30.06.07","09.08.07",2007,165746,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,25.316,39.462,0,"A",0
"78392",166061,"30.09.2007",1,2007,3,"2007Q3","2007Q3",80.394,1322.925,13.656,50.42,0,250,12.713,127.424,465.691,63.201,1238.615,89.718,857.234,58.778,4.332,18.34,"",1311,1311,624.543,"http://www.sec.gov/Archives/edgar/data/1340282/0001140361-07-021519.txt",1340282,"10-Q","Rosetta Resources Inc.","30.09.07","09.11.07",2007,166061,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",24.42,0,243.966,0.411,"I",0
"78458",166402,"30.06.2006",1,2006,4,"2006Q2","2006Q4",19.874,24.288,14.649,12.87,3.168,1.286,-1.187,7.172,8.68,-0.941,4.188,5.629,15.608,0,0.099,5.5,"",7380,7380,607.8,"http://www.sec.gov/Archives/edgar/data/1344907/0000950134-06-018382.txt",1344907,"10-K","GLOBAL TRAFFIC NETWORK, INC.","30.06.06","28.09.06",2006,166402,"30.06.2006",2006,4,"INDL","USD","2006Q2","2006Q4",NA,0,1.988,NA,"I",0
"78527",166485,"31.12.2006",1,2006,4,"2006Q4","2006Q4",4.917,25.386,2.334,3.778,1.572,12.909,-0.505,5.399,20.319,0.429,13.751,5.925,4.907,0,0.318,2.8,"",8051,8051,604.5,"http://www.sec.gov/Archives/edgar/data/1004724/0000950152-07-002926.txt",1004724,"10KSB","ADCARE HEALTH SYSTEMS INC","31.12.06","02.04.07",2006,166485,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",0,0,0.474,0,"A",0
"78545",166555,"30.06.2006",1,2006,2,"2006Q2","2006Q2",54.518,139.479,25.02,34.799,4.19,3.333,-3.178,18.033,26.004,-0.819,11.469,19.422,110.098,3.057,0.877,6.3,"",3842,3842,607.8,"http://www.sec.gov/Archives/edgar/data/1350653/0001104659-06-054245.txt",1350653,"10-Q","Alphatec Holdings, Inc.","30.06.06","14.08.06",2006,166555,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,-0.049,5.711,35.154,"A",0
"78599",166581,"31.12.2006",1,2006,4,"2006Q4","2006Q4",14.84,24.591,14.236,10.171,0.378,4.735,-1.762,1.726,8.626,-1.212,9.662,0.958,15.965,2.165,0.384,4.73,"",4210,4210,604.5,"http://www.sec.gov/Archives/edgar/data/1349108/0001362310-07-000376.txt",1349108,"10KSB","SMART MOVE, INC.","31.12.06","02.04.07",2006,166581,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,5.789,0,"A",0
"78680",174066,"31.12.2006",1,2006,4,"2006Q4","2006Q4",28.125,31.813,12.883,23.596,6.904,1.326,-2.529,14.599,15.925,-2.849,1.44,16.439,15.888,0,0.177,5.15,"",7370,7370,604.5,"http://www.sec.gov/Archives/edgar/data/1315320/0001104659-07-023404.txt",1315320,"10-K","InfoLogix Inc","31.12.06","29.03.07",2006,174066,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,NA,0.96,0,"I",0
"78693",174118,"31.12.2006",1,2006,4,"2006Q4","2006Q4",132.731,154.725,95.525,37.72,1.654,0.066,1.433,23.823,25.543,2.347,9.333,29.531,129.182,0,0.103,16.39,"",3845,3845,604.5,"http://www.sec.gov/Archives/edgar/data/1354217/0000950149-07-000111.txt",1354217,"10-K","Volcano CORP","31.12.06","23.03.07",2006,174118,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,4.99,NA,"I",0
"78766",174310,"31.12.2006",1,2006,4,"2006Q4","2006Q4",3898,5407,1461,167.643,18,2,45,2983,3585,56,492,2237,1787,33,1,26.16,"",1623,1623,604.5,"http://www.sec.gov/Archives/edgar/data/1357615/0001193125-07-041685.txt",1357615,"10-K","KBR, INC.","31.12.06","28.02.07",2006,174310,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,NA,57,NA,"A",0
"78784",174390,"31.03.2007",1,2007,1,"2007Q1","2007Q1",42.731,55.964,28.62,15.353,0.006,0,-0.629,4.908,5.774,-0.639,2.356,9.883,50.19,0.833,NA,6.38,"",3841,3841,615.145,"http://www.sec.gov/Archives/edgar/data/1158895/0001193125-07-113871.txt",1158895,"10-Q","LEMAITRE VASCULAR INC","31.03.07","14.05.07",2007,174390,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.231,0,"A",0
"78790",174393,"30.06.2007",1,2007,2,"2007Q2","2007Q2",23.458,25.067,14.085,22.834,3.599,0.511,-1.925,9.376,9.887,-1.777,0.973,7.511,15.18,0,NA,3.94,"",3620,3620,624.129,"http://www.sec.gov/Archives/edgar/data/1347452/0001144204-07-042734.txt",1347452,"10QSB","Akeena Solar, Inc.","30.06.07","14.08.07",2007,174393,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,0.08,0.742,0,"A",0
"78797",174454,"31.12.2006",1,2006,4,"2006Q4","2006Q4",62.964,117.676,26.487,17.698,0,0,0.753,20.563,20.563,5.492,17.933,26.867,97.113,0,NA,10.6,"",3845,3845,604.5,"http://www.sec.gov/Archives/edgar/data/884909/0000950144-07-002563.txt",884909,"10-K","HOME DIAGNOSTICS INC","31.12.06","23.03.07",2006,174454,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,8.573,10.371,"I",0
"78863",174871,"30.06.2006",1,2006,2,"2006Q2","2006Q2",35.655,81.341,16.368,48.299,6.313,7.041,-2.283,43.446,54.199,1.15,33.653,18.824,27.142,0,0.197,7.29,"",7372,7372,607.8,"http://www.sec.gov/Archives/edgar/data/1357525/0000950124-06-004462.txt",1357525,"10-Q","Omniture, Inc.","30.06.06","11.08.06",2006,174871,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,11.224,0,"I",0
"78941",175291,"30.06.2007",1,2007,3,"2007Q2","2007Q3",2.777,4.065,2.516,20.147,8.16,0,-0.37,9.897,9.897,-0.244,1.111,0.63,-5.832,0,0.126,0.85,"",4899,4899,624.129,"http://www.sec.gov/Archives/edgar/data/1358700/0001145763-07-000023.txt",1358700,"10QSB","iBroadband, Inc.","30.06.07","14.08.07",2007,175291,"30.06.2007",2007,3,"INDL","USD","2007Q2","2007Q3",NA,0,1.245,0,"I",0
"78989",175404,"31.12.2006",1,2006,4,"2006Q4","2006Q4",388.522,578.51,308.415,72.332,19.65,61.047,8.038,52.073,116.844,12.739,178.868,52.695,461.666,0,1.071,29.84,"",3674,3674,604.5,"http://www.sec.gov/Archives/edgar/data/1274494/0000950153-07-000576.txt",1274494,"10-K","FIRST SOLAR, INC.","30.12.06","16.03.07",2006,175404,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,153.15,0,"A",0
"79045",175644,"31.12.2006",1,2006,4,"2006Q4","2006Q4",250.193,733.79,170.099,67.969,9.946,140.128,20.955,82.185,249.412,24.009,408.814,64.171,484.378,27.099,2.451,17,"",2860,2860,604.5,"http://www.sec.gov/Archives/edgar/data/1332341/0000950137-07-004752.txt",1332341,"10-K","US BioEnergy CORP","31.12.06","30.03.07",2006,175644,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,21.481,206.01,0,"I",0
"79142",176035,"31.12.2006",1,2006,4,"2006Q4","2006Q4",81.46,87.694,36.242,19.544,20.271,1.23,1.974,35.876,37.45,3.442,3.83,42.009,50.244,0,NA,9.72,"",3674,3674,604.5,"http://www.sec.gov/Archives/edgar/data/1282631/0001104659-07-014541.txt",1282631,"10-K","NETLIST INC","30.12.06","28.02.07",2006,176035,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",0,0,2.5,0,"A",0
"79173",176144,"31.12.2006",1,2006,4,"2006Q4","2006Q4",28.584,41.38,17.408,14.886,2.161,2.557,-15.181,17.287,22.915,-1.309,8.479,10.67,18.465,0,0.179,10,"",NA,7373,604.5,"http://www.sec.gov/Archives/edgar/data/1367705/0001104659-07-023194.txt",1367705,"10-K","MEDecision, Inc.","31.12.06","28.03.07",2006,176144,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,1.136,0,"I",0
